Tên_mặt_hàng,Thị_trường,Loại_giá,Đơn_vị_tính,Loại_tiền,Nguồn,Ngày,Giá,Ngành_hàng
Hồng xiêm,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,4/23/2025 12:00:00 AM,26000.0,"Rau, quả"
Mít thái,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,4/23/2025 12:00:00 AM,28000.0,"Rau, quả"
Ổi không hạt,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,4/23/2025 12:00:00 AM,8500.0,"Rau, quả"
Sầu Riêng Ri 6 (loại đẹp),Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,4/23/2025 12:00:00 AM,65000.0,"Rau, quả"
Sầu Riêng Ri 6 (loại xô),Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,4/23/2025 12:00:00 AM,54000.0,"Rau, quả"
Thanh long ruột đỏ,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,4/23/2025 12:00:00 AM,28000.0,"Rau, quả"
Thanh long ruột trắng,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,4/23/2025 12:00:00 AM,20000.0,"Rau, quả"
Trái Cóc mỡ,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,4/23/2025 12:00:00 AM,6500.0,"Rau, quả"
Trái dứa/thơm,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,4/23/2025 12:00:00 AM,10300.0,"Rau, quả"
Vú sữa lò rèn TG,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,4/23/2025 12:00:00 AM,42000.0,"Rau, quả"
Xà lách,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,4/23/2025 12:00:00 AM,17000.0,"Rau, quả"
Xoài Cát Chu,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,4/23/2025 12:00:00 AM,22000.0,"Rau, quả"
Xoài keo,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,4/23/2025 12:00:00 AM,17500.0,"Rau, quả"
Bưởi da xanh,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/22/2025 12:00:00 AM,65000.0,"Rau, quả"
Cà chua,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/22/2025 12:00:00 AM,15000.0,"Rau, quả"
Cam sành,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/22/2025 12:00:00 AM,40000.0,"Rau, quả"
Dứa,Hà Nội,Bán lẻ,VNĐ/quả,VNĐ,CTV địa phương,4/22/2025 12:00:00 AM,13000.0,"Rau, quả"
Dưa chuột/dưa chuột,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/22/2025 12:00:00 AM,25000.0,"Rau, quả"
Dưa hấu,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/22/2025 12:00:00 AM,25000.0,"Rau, quả"
Dưa lê,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/22/2025 12:00:00 AM,40000.0,"Rau, quả"
Hồng xiêm,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/22/2025 12:00:00 AM,40000.0,"Rau, quả"
Khoai tây,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/22/2025 12:00:00 AM,16000.0,"Rau, quả"
Ổi,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/22/2025 12:00:00 AM,30000.0,"Rau, quả"
Quả bí đao,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/22/2025 12:00:00 AM,17000.0,"Rau, quả"
Quýt sim,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/22/2025 12:00:00 AM,40000.0,"Rau, quả"
Rau cải mơ,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/22/2025 12:00:00 AM,20000.0,"Rau, quả"
Rau cải ngọt,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/22/2025 12:00:00 AM,20000.0,"Rau, quả"
Rau dền,Hà Nội,Bán lẻ,VNĐ/mớ,VNĐ,CTV địa phương,4/22/2025 12:00:00 AM,7000.0,"Rau, quả"
Rau mùng tơi,Hà Nội,Bán lẻ,VNĐ/mớ,VNĐ,CTV địa phương,4/22/2025 12:00:00 AM,10000.0,"Rau, quả"
Rau muống,Hà Nội,Bán lẻ,VNĐ/mớ,VNĐ,CTV địa phương,4/22/2025 12:00:00 AM,7000.0,"Rau, quả"
Su hào,Hà Nội,Bán lẻ,VNĐ/củ,VNĐ,CTV địa phương,4/22/2025 12:00:00 AM,7000.0,"Rau, quả"
Súp lơ xanh,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/22/2025 12:00:00 AM,18000.0,"Rau, quả"
Thanh long ruột trắng,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/22/2025 12:00:00 AM,40000.0,"Rau, quả"
Xoài Cát Chu,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/22/2025 12:00:00 AM,50000.0,"Rau, quả"
Bắp cải,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/21/2025 12:00:00 AM,12000.0,"Rau, quả"
Bắp cải thảo,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/21/2025 12:00:00 AM,12000.0,"Rau, quả"
Bưởi da xanh,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/21/2025 12:00:00 AM,35000.0,"Rau, quả"
Bưởi Diễn,Sơn La,Bán lẻ,VNĐ/quả,VNĐ,CTV địa phương,4/21/2025 12:00:00 AM,10000.0,"Rau, quả"
Cà chua,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/21/2025 12:00:00 AM,12000.0,"Rau, quả"
Cà rốt,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/21/2025 12:00:00 AM,20000.0,"Rau, quả"
Chanh,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/21/2025 12:00:00 AM,35000.0,"Rau, quả"
Củ cải,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/21/2025 12:00:00 AM,12000.0,"Rau, quả"
Đào,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/21/2025 12:00:00 AM,30000.0,"Rau, quả"
Đậu cove,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/21/2025 12:00:00 AM,25000.0,"Rau, quả"
Dưa chuột/dưa chuột,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/21/2025 12:00:00 AM,25000.0,"Rau, quả"
Khoai tây,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/21/2025 12:00:00 AM,20000.0,"Rau, quả"
Mận hậu,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/21/2025 12:00:00 AM,120000.0,"Rau, quả"
Mận tam hoa,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/21/2025 12:00:00 AM,25000.0,"Rau, quả"
Mít thái,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/21/2025 12:00:00 AM,25000.0,"Rau, quả"
Mơ,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/21/2025 12:00:00 AM,25000.0,"Rau, quả"
Mồng tơi,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/21/2025 12:00:00 AM,25000.0,"Rau, quả"
Mướp đắng,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/21/2025 12:00:00 AM,35000.0,"Rau, quả"
Mướp hương,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/21/2025 12:00:00 AM,35000.0,"Rau, quả"
Ổi,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/21/2025 12:00:00 AM,25000.0,"Rau, quả"
Quả bầu,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/21/2025 12:00:00 AM,25000.0,"Rau, quả"
Quả bí đỏ,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/21/2025 12:00:00 AM,20000.0,"Rau, quả"
Quả bí xanh,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/21/2025 12:00:00 AM,25000.0,"Rau, quả"
Rau cải,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/21/2025 12:00:00 AM,15000.0,"Rau, quả"
Rau cải bó xôi,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/21/2025 12:00:00 AM,20000.0,"Rau, quả"
Rau ngót,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/21/2025 12:00:00 AM,50000.0,"Rau, quả"
Su hào,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/21/2025 12:00:00 AM,15000.0,"Rau, quả"
Su su quả,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/21/2025 12:00:00 AM,30000.0,"Rau, quả"
Thanh long,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/21/2025 12:00:00 AM,35000.0,"Rau, quả"
Bưởi da xanh,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/18/2025 12:00:00 AM,65000.0,"Rau, quả"
Cà chua,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/18/2025 12:00:00 AM,15000.0,"Rau, quả"
Cam sành,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/18/2025 12:00:00 AM,40000.0,"Rau, quả"
Dứa,Hà Nội,Bán lẻ,VNĐ/quả,VNĐ,CTV địa phương,4/18/2025 12:00:00 AM,13000.0,"Rau, quả"
Dưa chuột/dưa chuột,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/18/2025 12:00:00 AM,25000.0,"Rau, quả"
Dưa hấu,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/18/2025 12:00:00 AM,25000.0,"Rau, quả"
Dưa lê,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/18/2025 12:00:00 AM,40000.0,"Rau, quả"
Hồng xiêm,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/18/2025 12:00:00 AM,40000.0,"Rau, quả"
Khoai tây,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/18/2025 12:00:00 AM,16000.0,"Rau, quả"
Ổi,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/18/2025 12:00:00 AM,30000.0,"Rau, quả"
Quả bí đao,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/18/2025 12:00:00 AM,17000.0,"Rau, quả"
Quýt sim,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/18/2025 12:00:00 AM,40000.0,"Rau, quả"
Rau cải mơ,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/18/2025 12:00:00 AM,20000.0,"Rau, quả"
Rau cải ngọt,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/18/2025 12:00:00 AM,20000.0,"Rau, quả"
Rau dền,Hà Nội,Bán lẻ,VNĐ/mớ,VNĐ,CTV địa phương,4/18/2025 12:00:00 AM,7000.0,"Rau, quả"
Rau mùng tơi,Hà Nội,Bán lẻ,VNĐ/mớ,VNĐ,CTV địa phương,4/18/2025 12:00:00 AM,10000.0,"Rau, quả"
Rau muống,Hà Nội,Bán lẻ,VNĐ/mớ,VNĐ,CTV địa phương,4/18/2025 12:00:00 AM,7000.0,"Rau, quả"
Su hào,Hà Nội,Bán lẻ,VNĐ/củ,VNĐ,CTV địa phương,4/18/2025 12:00:00 AM,7000.0,"Rau, quả"
Súp lơ xanh,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/18/2025 12:00:00 AM,18000.0,"Rau, quả"
Thanh long ruột trắng,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/18/2025 12:00:00 AM,40000.0,"Rau, quả"
Xoài Cát Chu,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/18/2025 12:00:00 AM,50000.0,"Rau, quả"
Bưởi da xanh,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,4/16/2025 12:00:00 AM,28000.0,"Rau, quả"
Bưởi long Núm,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,4/16/2025 12:00:00 AM,12000.0,"Rau, quả"
Bưởi năm roi,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,4/16/2025 12:00:00 AM,18000.0,"Rau, quả"
Cải bẹ xanh,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,4/16/2025 12:00:00 AM,14500.0,"Rau, quả"
Cam dây,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,4/16/2025 12:00:00 AM,16000.0,"Rau, quả"
Cam sành,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,4/16/2025 12:00:00 AM,19000.0,"Rau, quả"
Chôm chôm Java,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,4/16/2025 12:00:00 AM,18000.0,"Rau, quả"
Chôm chôm nhãn,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,4/16/2025 12:00:00 AM,26000.0,"Rau, quả"
Chuối già,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,4/16/2025 12:00:00 AM,5000.0,"Rau, quả"
Chuối sim,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,4/16/2025 12:00:00 AM,12000.0,"Rau, quả"
Đu đủ,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,4/16/2025 12:00:00 AM,10000.0,"Rau, quả"
Dưa chuột/dưa chuột,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,4/16/2025 12:00:00 AM,11000.0,"Rau, quả"
Dưa hấu,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,4/16/2025 12:00:00 AM,13000.0,"Rau, quả"
Dừa khô,Tiền Giang,Thương lái thu mua,VNĐ/Chục quả,VNĐ,CTV địa phương,4/16/2025 12:00:00 AM,15000.0,"Rau, quả"
Dừa tươi,Tiền Giang,Thương lái thu mua,VNĐ/Chục quả,VNĐ,CTV địa phương,4/16/2025 12:00:00 AM,115000.0,"Rau, quả"
Hồng xiêm,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,4/16/2025 12:00:00 AM,25000.0,"Rau, quả"
Mít thái,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,4/16/2025 12:00:00 AM,27000.0,"Rau, quả"
Ổi không hạt,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,4/16/2025 12:00:00 AM,8000.0,"Rau, quả"
Sầu Riêng Ri 6 (loại đẹp),Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,4/16/2025 12:00:00 AM,75000.0,"Rau, quả"
Sầu Riêng Ri 6 (loại xô),Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,4/16/2025 12:00:00 AM,65000.0,"Rau, quả"
Thanh long ruột đỏ,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,4/16/2025 12:00:00 AM,29000.0,"Rau, quả"
Thanh long ruột trắng,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,4/16/2025 12:00:00 AM,21000.0,"Rau, quả"
Trái Cóc mỡ,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,4/16/2025 12:00:00 AM,6700.0,"Rau, quả"
Trái dứa/thơm,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,4/16/2025 12:00:00 AM,10500.0,"Rau, quả"
Vú sữa lò rèn TG,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,4/16/2025 12:00:00 AM,42000.0,"Rau, quả"
Xà lách,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,4/16/2025 12:00:00 AM,16000.0,"Rau, quả"
Xoài Cát Chu,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,4/16/2025 12:00:00 AM,22000.0,"Rau, quả"
Xoài keo,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,4/16/2025 12:00:00 AM,17000.0,"Rau, quả"
Bưởi da xanh,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/15/2025 12:00:00 AM,65000.0,"Rau, quả"
Cà chua,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/15/2025 12:00:00 AM,15000.0,"Rau, quả"
Cam sành,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/15/2025 12:00:00 AM,40000.0,"Rau, quả"
Dứa,Hà Nội,Bán lẻ,VNĐ/quả,VNĐ,CTV địa phương,4/15/2025 12:00:00 AM,13000.0,"Rau, quả"
Dưa chuột/dưa chuột,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/15/2025 12:00:00 AM,25000.0,"Rau, quả"
Dưa hấu,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/15/2025 12:00:00 AM,25000.0,"Rau, quả"
Dưa lê,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/15/2025 12:00:00 AM,40000.0,"Rau, quả"
Khoai tây,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/15/2025 12:00:00 AM,16000.0,"Rau, quả"
Ổi,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/15/2025 12:00:00 AM,30000.0,"Rau, quả"
Quả bí đao,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/15/2025 12:00:00 AM,17000.0,"Rau, quả"
Quýt sim,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/15/2025 12:00:00 AM,40000.0,"Rau, quả"
Rau cải mơ,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/15/2025 12:00:00 AM,20000.0,"Rau, quả"
Rau cải ngọt,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/15/2025 12:00:00 AM,20000.0,"Rau, quả"
Rau dền,Hà Nội,Bán lẻ,VNĐ/mớ,VNĐ,CTV địa phương,4/15/2025 12:00:00 AM,7000.0,"Rau, quả"
Rau mùng tơi,Hà Nội,Bán lẻ,VNĐ/mớ,VNĐ,CTV địa phương,4/15/2025 12:00:00 AM,10000.0,"Rau, quả"
Rau muống,Hà Nội,Bán lẻ,VNĐ/mớ,VNĐ,CTV địa phương,4/15/2025 12:00:00 AM,7000.0,"Rau, quả"
Su hào,Hà Nội,Bán lẻ,VNĐ/củ,VNĐ,CTV địa phương,4/15/2025 12:00:00 AM,7000.0,"Rau, quả"
Súp lơ xanh,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/15/2025 12:00:00 AM,18000.0,"Rau, quả"
Thanh long ruột trắng,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/15/2025 12:00:00 AM,40000.0,"Rau, quả"
Xoài Cát Chu,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/15/2025 12:00:00 AM,50000.0,"Rau, quả"
Bắp cải,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/14/2025 12:00:00 AM,15000.0,"Rau, quả"
Bắp cải thảo,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/14/2025 12:00:00 AM,15000.0,"Rau, quả"
Bưởi da xanh,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/14/2025 12:00:00 AM,35000.0,"Rau, quả"
Bưởi Diễn,Sơn La,Bán lẻ,VNĐ/quả,VNĐ,CTV địa phương,4/14/2025 12:00:00 AM,15000.0,"Rau, quả"
Cà chua,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/14/2025 12:00:00 AM,15000.0,"Rau, quả"
Cà rốt,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/14/2025 12:00:00 AM,25000.0,"Rau, quả"
Cam vinh,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/14/2025 12:00:00 AM,30000.0,"Rau, quả"
Chanh,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/14/2025 12:00:00 AM,35000.0,"Rau, quả"
Chanh leo tím,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/14/2025 12:00:00 AM,25000.0,"Rau, quả"
Củ cải,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/14/2025 12:00:00 AM,15000.0,"Rau, quả"
Đậu cove,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/14/2025 12:00:00 AM,30000.0,"Rau, quả"
Dâu tây,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/14/2025 12:00:00 AM,100000.0,"Rau, quả"
Dưa chuột/dưa chuột,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/14/2025 12:00:00 AM,30000.0,"Rau, quả"
Khoai tây,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/14/2025 12:00:00 AM,25000.0,"Rau, quả"
Mận hậu,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/14/2025 12:00:00 AM,120000.0,"Rau, quả"
Măng tây,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/14/2025 12:00:00 AM,120000.0,"Rau, quả"
Mít thái,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/14/2025 12:00:00 AM,25000.0,"Rau, quả"
Mồng tơi,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/14/2025 12:00:00 AM,25000.0,"Rau, quả"
Mướp đắng,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/14/2025 12:00:00 AM,50000.0,"Rau, quả"
Mướp hương,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/14/2025 12:00:00 AM,50000.0,"Rau, quả"
Ổi,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/14/2025 12:00:00 AM,25000.0,"Rau, quả"
Quả bầu,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/14/2025 12:00:00 AM,25000.0,"Rau, quả"
Quả bí đỏ,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/14/2025 12:00:00 AM,20000.0,"Rau, quả"
Quả bí xanh,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/14/2025 12:00:00 AM,25000.0,"Rau, quả"
Rau cải,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/14/2025 12:00:00 AM,20000.0,"Rau, quả"
Rau cải bó xôi,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/14/2025 12:00:00 AM,20000.0,"Rau, quả"
Rau ngót,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/14/2025 12:00:00 AM,30000.0,"Rau, quả"
Su hào,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/14/2025 12:00:00 AM,15000.0,"Rau, quả"
Su su quả,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/14/2025 12:00:00 AM,25000.0,"Rau, quả"
Táo đại,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/14/2025 12:00:00 AM,50000.0,"Rau, quả"
Táo ngọt,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/14/2025 12:00:00 AM,25000.0,"Rau, quả"
Thanh long,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/14/2025 12:00:00 AM,35000.0,"Rau, quả"
Bưởi da xanh,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/11/2025 12:00:00 AM,65000.0,"Rau, quả"
Cà chua,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/11/2025 12:00:00 AM,13000.0,"Rau, quả"
Cam sành,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/11/2025 12:00:00 AM,40000.0,"Rau, quả"
Dứa,Hà Nội,Bán lẻ,VNĐ/quả,VNĐ,CTV địa phương,4/11/2025 12:00:00 AM,13000.0,"Rau, quả"
Dưa chuột/dưa chuột,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,4/11/2025 12:00:00 AM,20000.0,"Rau, quả"
Dưa hấu,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/11/2025 12:00:00 AM,25000.0,"Rau, quả"
Dưa lê,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/11/2025 12:00:00 AM,40000.0,"Rau, quả"
Khoai tây,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/11/2025 12:00:00 AM,16000.0,"Rau, quả"
Ổi,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/11/2025 12:00:00 AM,30000.0,"Rau, quả"
Quả bí đao,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/11/2025 12:00:00 AM,16000.0,"Rau, quả"
Quýt sim,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/11/2025 12:00:00 AM,40000.0,"Rau, quả"
Rau cải mơ,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/11/2025 12:00:00 AM,20000.0,"Rau, quả"
Rau cải ngọt,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,4/11/2025 12:00:00 AM,20000.0,"Rau, quả"
Rau dền,Hà Nội,Bán lẻ,VNĐ/mớ,VNĐ,CTV địa phương,4/11/2025 12:00:00 AM,7000.0,"Rau, quả"
Rau mùng tơi,Hà Nội,Bán lẻ,VNĐ/mớ,VNĐ,CTV địa phương,4/11/2025 12:00:00 AM,8000.0,"Rau, quả"
