Tên_mặt_hàng,Thị_trường,Loại_giá,Đơn_vị_tính,Loại_tiền,Nguồn,Ngày,Giá
Rau cải mơ,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-06,30000.0
Rau cần,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-06,10000.0
Rau muống,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-06,8000.0
Su hào,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-06,7000.0
Thanh long ruột đỏ,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-06,40000.0
Xoài Cát Chu,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-06,45000.0
Bưởi da xanh (loại 1),Hậu Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-06,35000.0
Bưởi năm roi (loại 1),Hậu Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-06,20000.0
Cam sành,Hậu Giang,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-06,14000.0
Chanh không hạt,Hậu Giang,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-06,10000.0
Dưa hấu (loại 1),Hậu Giang,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-06,11000.0
Dưa hấu (loại 2),Hậu Giang,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-06,8000.0
Mít ruột đỏ,Hậu Giang,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-06,55000.0
Mít Thái,Hậu Giang,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-06,16000.0
Nhãn tiêu da bò,Hậu Giang,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-06,22000.0
Quýt đường,Hậu Giang,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-06,45000.0
Xoài cát Hòa Lộc,Hậu Giang,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-06,25000.0
Bắp cải,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-05,17000.0
Dưa chuột/dưa chuội,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-05,11000.0
Dưa hấu,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-05,8000.0
Mướp,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-05,12000.0
Mướp đắng,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-05,18000.0
Nhãn,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-05,35000.0
Quả bầu,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-05,9000.0
Quả bí đỏ,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-05,15000.0
Quả bí xanh,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-05,18000.0
Sầu riêng cơm vàng hạt lép,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-05,75000.0
Trái dứa/thơm (nhỏ),Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-05,10000.0
Trái dứa/thơm (to),Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-05,12000.0
Bưởi da xanh (loại 1),Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-05,25000.0
Bưởi năm roi (loại 1),Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-05,20000.0
Bưởi năm roi (loại 2),Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-05,15000.0
Nhãn tiêu da bò,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-05,10000.0
Nhãn xuồng trắng,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-05,62500.0
Nhãn xuồng vàng,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-05,42000.0
Cam sành,Đồng Tháp,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-02,18000.0
Cam xoàn,Đồng Tháp,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-02,40000.0
Chanh nấm,Đồng Tháp,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-02,9500.0
Dưa hấu,Đồng Tháp,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-02,9500.0
Nhãn,Đồng Tháp,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-02,35000.0
Ổi Đài Loan,Đồng Tháp,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-02,25000.0
Quýt đường,Đồng Tháp,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-02,50000.0
Xoài Cát Chu,Đồng Tháp,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-02,18000.0
Xoài cát Hòa Lộc,Đồng Tháp,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-02,55000.0
Xoài Đài Loan,Đồng Tháp,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-02,9000.0
Dưa hấu,Long An,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-02,9000.0
Thanh long ruột đỏ,Long An,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-02,20000.0
Thanh long ruột trắng,Long An,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-02,15000.0
Trái dứa/thơm,Long An,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-02,9000.0
Bưởi năm roi (loại 1),Vĩnh Long,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-02,28500.0
Bưởi năm roi (loại 2),Vĩnh Long,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-02,18500.0
Cam sành (loại 1),Vĩnh Long,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-02,18500.0
Cam sành (loại 2),Vĩnh Long,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-02,15500.0
Chôm chôm đường,Vĩnh Long,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-02,32500.0
Chôm chôm Java,Vĩnh Long,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-02,15500.0
Chôm chôm thái,Vĩnh Long,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-02,36500.0
Dưa hấu,Vĩnh Long,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-02,14500.0
Dừa khô,Vĩnh Long,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-02,2750.0
Dừa xiêm,Vĩnh Long,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-02,7500.0
Nhãn tiêu da bò,Vĩnh Long,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-02,10500.0
Sầu riêng cơm vàng hạt lép,Vĩnh Long,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-02,69500.0
Thanh long ruột đỏ,Vĩnh Long,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-02,14500.0
Thanh long ruột trắng,Vĩnh Long,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-02,12500.0
Xoài Cát Chu,Vĩnh Long,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-02,29000.0
Bắp cải,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-01,17000.0
Củ cải,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-01,7000.0
Dưa chuột/dưa chuội,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-01,11000.0
Dưa hấu,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-01,8000.0
Khổ qua,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-01,18000.0
Mướp,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-01,12000.0
Nhãn,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-01,35000.0
Quả bầu,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-01,9000.0
Quả bí đỏ,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-01,16500.0
Sầu riêng cơm vàng hạt lép,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-01,75000.0
Trái dứa/thơm,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-01,10000.0
Bắp cải,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-01,15000.0
Bưởi da xanh,Sơn La,Bán lẻ,VNĐ/quả,VNĐ,CTV địa phương,2022-12-01,30000.0
Cà chua,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-01,20000.0
Cà rốt,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-01,20000.0
Cải thảo,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-01,18000.0
Cam canh,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-01,50000.0
Cam Vinh,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-01,25000.0
Chanh tươi,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-01,30000.0
Đậu cove,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-01,30000.0
Dưa chuột/dưa chuội,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-01,15000.0
Khổ qua,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-01,35000.0
Khoai tây,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-01,20000.0
Mít thái,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-01,35000.0
Mồng tơi,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-01,12000.0
Mướp hương,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-01,15000.0
Na,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-01,40000.0
Quả bầu,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-01,15000.0
Quả bí đỏ,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-01,15000.0
Quýt,Sơn La,Bán lẻ,VNĐ/quả,VNĐ,CTV địa phương,2022-12-01,45000.0
Rau cải,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-01,12000.0
Rau ngót,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-01,12000.0
Su hào,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-01,15000.0
Su su quả,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-01,15000.0
Táo mèo,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-01,20000.0
Thanh long,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-12-01,30000.0
Bồn bồn,Cà Mau,Tại chợ,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-30,30000.0
Bông cải Xanh,Cà Mau,Tại chợ,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-30,50000.0
Cà chua,Cà Mau,Tại chợ,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-30,25000.0
Cà rốt,Cà Mau,Tại chợ,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-30,15000.0
Chuối,Cà Mau,Tại chợ,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-30,8000.0
Dừa,Cà Mau,Tại chợ,VNĐ/Chục quả,VNĐ,CTV địa phương,2022-11-30,90000.0
Dưa chuột/dưa chuội,Cà Mau,Tại chợ,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-30,10000.0
Khổ qua,Cà Mau,Tại chợ,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-30,20000.0
Quả bí đỏ,Cà Mau,Tại chợ,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-30,12000.0
Bưởi da xanh (loại 1),Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-30,25000.0
Bưởi năm roi (loại 1),Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-30,20000.0
Bưởi năm roi (loại 2),Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-30,15000.0
Nhãn tiêu da bò,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-30,10000.0
Nhãn xuồng trắng,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-30,62500.0
Nhãn xuồng vàng,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-30,42000.0
Bưởi da xanh,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-30,22000.0
Bưởi long Núm,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-30,8000.0
Bưởi năm roi,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-30,15000.0
Cà chua,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-30,13000.0
Cải bẹ xanh,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-30,12000.0
Cải xà lách,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-30,19000.0
Cam dây,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-30,10000.0
Cam sành,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-30,19000.0
Chôm chôm nhãn,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-30,26000.0
Chuối già,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-30,4000.0
Chuối sim,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-30,10500.0
Đu đủ,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-30,10000.0
Dưa chuột/dưa chuội,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-30,9500.0
Dưa hấu,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-30,12000.0
Dừa khô,Tiền Giang,Thương lái thu mua,VNĐ/Chục quả,VNĐ,CTV địa phương,2022-11-30,87000.0
Hồng xiêm,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-30,22000.0
Nhãn tiêu quế,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-30,19500.0
Ổi không hạt,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-30,6500.0
Sầu Riêng Ri 6,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-30,63000.0
Thanh long ruột đỏ,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-30,26000.0
Thanh long ruột trắng,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-30,24000.0
Trái Cóc mỡ,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-30,6700.0
Trái dứa/thơm,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-30,11000.0
Trái Vú Sữa lò rèn Cần Thơ,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-30,32000.0
Xoài Cát Chu,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-30,20000.0
Xoài keo,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-30,19000.0
Bưởi da xanh (loại 1),Bến Tre,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-29,35000.0
Cam sành (loại 1),Bến Tre,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-29,25000.0
Cam sành (loại 2),Bến Tre,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-29,20000.0
Dưa hấu,Bến Tre,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-29,10000.0
Dừa khô,Bến Tre,Thương lái thu mua,VNĐ/Chục quả,VNĐ,CTV địa phương,2022-11-29,60000.0
Dừa xiêm lai,Bến Tre,Thương lái thu mua,VNĐ/Chục quả,VNĐ,CTV địa phương,2022-11-29,35000.0
Dừa xiêm xanh,Bến Tre,Thương lái thu mua,VNĐ/Chục quả,VNĐ,CTV địa phương,2022-11-29,65000.0
Hạt ca cao,Bến Tre,Thương lái thu mua,VNĐ/Chục quả,VNĐ,CTV địa phương,2022-11-29,64000.0
Măng cụt,Bến Tre,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-29,30000.0
Sầu riêng cơm vàng hạt lép,Bến Tre,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-29,65000.0
Sầu Riêng Ri 6,Bến Tre,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-29,65000.0
Trái Ca cao,Bến Tre,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-29,5200.0
Bưởi da xanh,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-29,55000.0
Cà chua,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-29,20000.0
Cà rốt,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-29,17000.0
Cam Cao Phong,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-29,45000.0
Cam sành,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-29,50000.0
Dưa chuột/dưa chuội,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-29,20000.0
Dưa hấu,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-29,25000.0
Khoai tây,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-29,17000.0
Lê,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-29,40000.0
Lựu,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-29,40000.0
Ổi,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-29,30000.0
Quả bí đỏ,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-29,18000.0
Quýt Sài gòn,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-29,55000.0
Rau cải mơ,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-29,30000.0
Rau cần,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-29,10000.0
Rau muống,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-29,8000.0
Su hào,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-29,7000.0
Thanh long ruột đỏ,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-29,40000.0
Xoài Cát Chu,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-29,45000.0
Bưởi da xanh (loại 1),Hậu Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-29,35000.0
Bưởi năm roi (loại 1),Hậu Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-29,20000.0
Cam sành,Hậu Giang,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-29,14000.0
Chanh không hạt,Hậu Giang,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-29,10000.0
Dưa hấu,Hậu Giang,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-29,9500.0
Mít ruột đỏ,Hậu Giang,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-29,55000.0
Nhãn tiêu da bò,Hậu Giang,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-29,22000.0
Quýt đường,Hậu Giang,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-29,45000.0
Xoài cát Hòa Lộc,Hậu Giang,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-29,25000.0
Bắp cải,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-28,19000.0
Củ cải,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-28,7000.0
Dưa chuột/dưa chuội,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-28,10000.0
Dưa hấu,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-28,8000.0
Khổ qua,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-28,17000.0
Mướp,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-28,12000.0
Nhãn,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-28,35000.0
Quả bầu,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-28,9000.0
Quả bí đỏ,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-28,18000.0
Sầu riêng cơm vàng hạt lép,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-28,65000.0
Trái dứa/thơm,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-28,9000.0
Bưởi da xanh (loại 1),Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-28,25000.0
Bưởi năm roi (loại 1),Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-28,20000.0
Bưởi năm roi (loại 2),Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-28,15000.0
Nhãn tiêu da bò,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-28,10000.0
Nhãn xuồng trắng,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-28,62500.0
Nhãn xuồng vàng,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-28,42000.0
Cam sành,Đồng Tháp,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-25,18000.0
Cam xoàn,Đồng Tháp,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-25,40000.0
Chanh nấm,Đồng Tháp,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-25,10000.0
Cốc Thái,Đồng Tháp,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-25,5000.0
Dưa hấu,Đồng Tháp,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-25,8000.0
Nhãn,Đồng Tháp,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-25,40000.0
Ổi Đài Loan,Đồng Tháp,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-25,30000.0
Quýt đường,Đồng Tháp,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-25,50000.0
Xoài Cát Chu,Đồng Tháp,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-25,20000.0
Xoài cát Hòa Lộc,Đồng Tháp,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-25,60000.0
Xoài Đài Loan,Đồng Tháp,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-25,12000.0
Bưởi da xanh,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-25,55000.0
Cà chua,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-25,20000.0
Cà rốt,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-25,17000.0
Cam Cao Phong,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-25,45000.0
Cam sành,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-25,45000.0
Dưa chuột/dưa chuội,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-25,20000.0
Dưa hấu,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-25,25000.0
Khoai tây,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2022-11-25,17000.0
