Tên_mặt_hàng,Thị_trường,Loại_giá,Đơn_vị_tính,Loại_tiền,Nguồn,Ngày,Giá
Quả bí đỏ,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-12,15000.0
Quả bí xanh,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-12,15000.0
Rau cải,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-12,18000.0
Rau ngót,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-12,12000.0
Su su quả,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-12,15000.0
Táo mèo,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-12,25000.0
Thanh long,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-12,30000.0
Bưởi da xanh,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-10,55000.0
Cà chua,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-10,25000.0
Cà rốt,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-10,17000.0
Cam sành,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-10,40000.0
Chôm chôm,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-10,55000.0
Dưa chuột/dưa chuội,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-10,25000.0
Dưa hấu,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-10,20000.0
Khoai tây,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-10,18000.0
Lê,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-10,35000.0
Lựu,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-10,38000.0
Măng cụt,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-10,50000.0
Mướp hương,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-10,15000.0
Ổi,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-10,25000.0
Quýt Sài gòn,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-10,55000.0
Rau cải mơ,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-10,30000.0
Rau cải ngọt,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-10,30000.0
Rau mùng tơi,Hà Nội,Bán lẻ,VNĐ/mớ,VNĐ,CTV địa phương,2023-10-10,8000.0
Rau muống,Hà Nội,Bán lẻ,VNĐ/mớ,VNĐ,CTV địa phương,2023-10-10,10000.0
Rau ngót,Hà Nội,Bán lẻ,VNĐ/mớ,VNĐ,CTV địa phương,2023-10-10,10000.0
Thanh long ruột trắng,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-10,35000.0
Xoài Cát Chu,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-10,42000.0
Bắp cải,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-09,15000.0
Bơ,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-09,35000.0
Bưởi da xanh,Sơn La,Bán lẻ,VNĐ/quả,VNĐ,CTV địa phương,2023-10-09,40000.0
Cà chua,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-09,20000.0
Cà rốt,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-09,20000.0
Chanh,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-09,40000.0
Chanh leo tím,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-09,15000.0
Chanh leo vàng,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-09,50000.0
Củ cải,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-09,15000.0
Đậu cove,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-09,27000.0
Dưa chuột/dưa chuội,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-09,17000.0
Hồng ngâm,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-09,50000.0
Khoai sọ,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-09,40000.0
Khoai tây,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-09,20000.0
Mít thái,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-09,25000.0
Mồng tơi,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-09,18000.0
Mướp đắng,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-09,25000.0
Mướp hương,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-09,15000.0
Na sầu riêng,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-09,150000.0
Na Thái,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-09,70000.0
Nhãn,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-09,25000.0
Ổi,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-09,25000.0
Quả bầu,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-09,15000.0
Quả bí đỏ,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-09,15000.0
Quả bí xanh,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-09,15000.0
Rau cải,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-09,18000.0
Rau ngót,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-09,12000.0
Su su quả,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-09,15000.0
Táo mèo,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-09,25000.0
Thanh long,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-09,30000.0
Cam sành,Đồng Tháp,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-06,17000.0
Cam xoàn,Đồng Tháp,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-06,35000.0
Cốc Thái,Đồng Tháp,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-06,5500.0
Dưa hấu,Đồng Tháp,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-06,8000.0
Nhãn,Đồng Tháp,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-06,25000.0
Ổi Đài Loan,Đồng Tháp,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-06,20000.0
Quýt đường,Đồng Tháp,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-06,40000.0
Xoài Cát Chu,Đồng Tháp,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-06,18000.0
Xoài cát Hòa Lộc,Đồng Tháp,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-06,50000.0
Xoài Đài Loan,Đồng Tháp,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-06,20000.0
Bưởi da xanh,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-06,55000.0
Cà chua,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-06,25000.0
Cà rốt,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-06,17000.0
Cam sành,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-06,45000.0
Chôm chôm,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-06,52000.0
Dưa chuột/dưa chuội,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-06,25000.0
Dưa hấu,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-06,20000.0
Khoai tây,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-06,18000.0
Lê,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-06,35000.0
Lựu,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-06,40000.0
Măng cụt,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-06,50000.0
Mướp hương,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-06,15000.0
Ổi,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-06,25000.0
Quýt Sài gòn,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-06,55000.0
Rau cải mơ,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-06,30000.0
Rau cải ngọt,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-06,32000.0
Rau mùng tơi,Hà Nội,Bán lẻ,VNĐ/mớ,VNĐ,CTV địa phương,2023-10-06,8000.0
Rau muống,Hà Nội,Bán lẻ,VNĐ/mớ,VNĐ,CTV địa phương,2023-10-06,11000.0
Rau ngót,Hà Nội,Bán lẻ,VNĐ/mớ,VNĐ,CTV địa phương,2023-10-06,10000.0
Thanh long ruột trắng,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-06,35000.0
Xoài Cát Chu,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-06,40000.0
Dưa hấu,Long An,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-06,9000.0
Thanh long ruột đỏ,Long An,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-06,15000.0
Thanh long ruột trắng,Long An,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-06,10000.0
Bưởi năm roi (loại 1),Vĩnh Long,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-06,25500.0
Bưởi năm roi (loại 2),Vĩnh Long,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-06,15500.0
Cam sành (loại 1),Vĩnh Long,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-06,20500.0
Cam sành (loại 2),Vĩnh Long,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-06,17500.0
Chôm chôm đường,Vĩnh Long,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-06,29500.0
Chôm chôm Java,Vĩnh Long,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-06,18500.0
Chôm chôm thái,Vĩnh Long,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-06,46500.0
Dưa hấu,Vĩnh Long,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-06,9500.0
Dừa khô,Vĩnh Long,Bán buôn,VNĐ/Quả,VNĐ,CTV địa phương,2023-10-06,6450.0
Dừa xiêm,Vĩnh Long,Bán buôn,VNĐ/Quả,VNĐ,CTV địa phương,2023-10-06,7250.0
Nhãn tiêu da bò,Vĩnh Long,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-06,10500.0
Sầu riêng cơm vàng hạt lép,Vĩnh Long,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-06,57500.0
Sầu riêng KQX,Vĩnh Long,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-06,35500.0
Thanh long ruột đỏ,Vĩnh Long,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-06,29500.0
Thanh long ruột trắng,Vĩnh Long,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-06,19500.0
Xoài Cát Chu,Vĩnh Long,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-06,24500.0
Xoài cát Hòa Lộc,Vĩnh Long,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-06,57500.0
Xoài Cát Chu,An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-05,27000.0
Xoài cát Hòa Lộc,An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-05,45000.0
Xoài Đài Loan,An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-05,27000.0
Bắp cải,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-05,17000.0
Củ cải trắng,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-05,4000.0
Dưa chuột/dưa chuội,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-05,8000.0
Dưa hấu,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-05,7000.0
Mướp,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-05,7000.0
Mướp đắng,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-05,12000.0
Nhãn,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-05,32000.0
Quả bầu,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-05,5000.0
Quả bí đỏ,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-05,13000.0
Quả bí xanh,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-05,12000.0
Sầu riêng cơm vàng hạt lép,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-05,75000.0
Trái dứa/thơm (nhỏ),Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-05,8000.0
Trái dứa/thơm (to),Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-05,10000.0
Bưởi da xanh (loại 1),Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-05,25000.0
Bưởi năm roi (loại 1),Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-05,18000.0
Bưởi năm roi (loại 2),Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-05,22000.0
Nhãn tiêu da bò,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-05,12000.0
Nhãn xuồng vàng,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-05,18000.0
Bắp cải,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-05,15000.0
Bơ,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-05,35000.0
Bưởi da xanh,Sơn La,Bán lẻ,VNĐ/quả,VNĐ,CTV địa phương,2023-10-05,40000.0
Cà chua,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-05,20000.0
Cà rốt,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-05,20000.0
Chanh,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-05,40000.0
Chanh leo tím,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-05,15000.0
Chanh leo vàng,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-05,50000.0
Củ cải,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-05,15000.0
Đậu cove,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-05,25000.0
Dưa chuột/dưa chuội,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-05,15000.0
Hồng ngâm,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-05,50000.0
Khoai sọ,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-05,40000.0
Khoai tây,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-05,20000.0
Mít thái,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-05,25000.0
Mồng tơi,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-05,18000.0
Mướp đắng,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-05,25000.0
Mướp hương,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-05,15000.0
Na sầu riêng,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-05,150000.0
Na Thái,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-05,70000.0
Nhãn,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-05,25000.0
Ổi,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-05,25000.0
Quả bầu,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-05,15000.0
Quả bí đỏ,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-05,15000.0
Quả bí xanh,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-05,15000.0
Rau cải,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-05,18000.0
Rau ngót,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-05,12000.0
Su su quả,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-05,15000.0
Táo mèo,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-05,25000.0
Thanh long,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-05,30000.0
Bồn bồn,Cà Mau,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-04,35000.0
Cà chua,Cà Mau,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-04,17000.0
Cà rốt,Cà Mau,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-04,20000.0
Chuối,Cà Mau,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-04,10000.0
Dừa,Cà Mau,Bán buôn,VNĐ/Chục quả,VNĐ,CTV địa phương,2023-10-04,100000.0
Dưa chuột/dưa chuội,Cà Mau,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-04,20000.0
Khổ qua,Cà Mau,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-04,25000.0
Quả bí đỏ,Cà Mau,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-04,10000.0
Súp lơ,Cà Mau,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-04,45000.0
Bưởi da xanh,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-04,35000.0
Bưởi long Núm,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-04,14000.0
Bưởi năm roi,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-04,22000.0
Cà chua,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-04,18000.0
Cải bẹ xanh,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-04,12000.0
Cải xà lách,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-04,23000.0
Cam dây,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-04,17000.0
Cam sành,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-04,20000.0
Chôm chôm nhãn,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-04,27000.0
Chuối già,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-04,4500.0
Chuối sim,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-04,11000.0
Đu đủ,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-04,11000.0
Dưa chuột/dưa chuội,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-04,10500.0
Dưa hấu,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-04,9500.0
Dừa khô,Tiền Giang,Thương lái thu mua,VNĐ/Chục quả,VNĐ,CTV địa phương,2023-10-04,80000.0
Hồng xiêm,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-04,27000.0
Nhãn tiêu quế,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-04,12000.0
Ổi không hạt,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-04,6500.0
Sầu Riêng Ri 6,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-04,75000.0
Thanh long ruột đỏ,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-04,27000.0
Thanh long ruột trắng,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-04,23000.0
Trái Cóc mỡ,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-04,6500.0
Trái dứa/thơm,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-04,11000.0
Xoài Cát Chu,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-04,19000.0
Bưởi da xanh (loại 1),Bến Tre,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-03,30000.0
Cam sành (loại 1),Bến Tre,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-03,20000.0
Cam sành (loại 2),Bến Tre,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-03,18000.0
Dưa hấu (loại 1),Bến Tre,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-03,11000.0
Dưa hấu (loại 2),Bến Tre,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-03,8500.0
Dừa khô,Bến Tre,Thương lái thu mua,VNĐ/Chục quả,VNĐ,CTV địa phương,2023-10-03,78000.0
Dừa xiêm lai,Bến Tre,Thương lái thu mua,VNĐ/Chục quả,VNĐ,CTV địa phương,2023-10-03,60000.0
Dừa xiêm xanh,Bến Tre,Thương lái thu mua,VNĐ/Chục quả,VNĐ,CTV địa phương,2023-10-03,70000.0
Hạt ca cao,Bến Tre,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-03,75000.0
Sầu riêng cơm vàng hạt lép,Bến Tre,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-03,75000.0
Sầu Riêng Ri 6,Bến Tre,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-03,68000.0
Trái Ca cao,Bến Tre,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-03,6100.0
Bưởi da xanh,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-03,55000.0
Cà chua,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-03,25000.0
Cà rốt,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-03,17000.0
Cam sành,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-03,45000.0
Chôm chôm,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-03,55000.0
Dưa chuột/dưa chuội,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-03,25000.0
Dưa hấu,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-03,20000.0
Khoai tây,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-03,18000.0
Lê,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-03,35000.0
Lựu,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-03,40000.0
Măng cụt,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-03,50000.0
Mướp hương,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-03,15000.0
Ổi,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-03,25000.0
Quýt Sài gòn,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-03,55000.0
Rau cải mơ,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-03,30000.0
Rau cải ngọt,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-03,30000.0
Rau mùng tơi,Hà Nội,Bán lẻ,VNĐ/mớ,VNĐ,CTV địa phương,2023-10-03,8000.0
Rau muống,Hà Nội,Bán lẻ,VNĐ/mớ,VNĐ,CTV địa phương,2023-10-03,10000.0
Rau ngót,Hà Nội,Bán lẻ,VNĐ/mớ,VNĐ,CTV địa phương,2023-10-03,10000.0
Thanh long ruột trắng,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-03,35000.0
Xoài Cát Chu,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-03,45000.0
Bưởi da xanh (loại 1),Hậu Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-03,40000.0
Bưởi năm roi (loại 1),Hậu Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-03,20000.0
Bưởi năm roi (loại 2),Hậu Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-03,15000.0
