Tên_mặt_hàng,Thị_trường,Loại_giá,Đơn_vị_tính,Loại_tiền,Nguồn,Ngày,Giá
IR 50404,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-29,9550.0
OM 6976,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-29,9500.0
Lúa IR 50404 (lúa tươi),An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2024-02-28,7300.0
Đài thơm 8,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-28,10000.0
Gạo NL 15% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-28,11300.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-28,10400.0
Gạo NL 5% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-28,12800.0
Gạo XK 15% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-28,12600.0
Gạo XK 25% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-28,12000.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-28,13600.0
IR 50404,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-28,9450.0
Jasmine,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-28,9700.0
Nhật,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-28,10600.0
OM 18,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-28,9450.0
RVT,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-28,9800.0
ST 24,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-28,10500.0
Bắc Thơm 7,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-28,18100.0
Đài Thơm 8,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-28,17600.0
Gạo BC15,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-28,23200.0
Gạo nếp cái hoa vàng,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-28,26500.0
Gạo Q5,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-28,21300.0
Lúa BC15,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-28,13500.0
Lúa nếp 97,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-28,21500.0
Lúa Q5,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-28,12800.0
T10,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-28,17500.0
Thiên Ưu,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-28,17400.0
VN10,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-28,17500.0
Đài Loan,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-27,21000.0
Đài thơm 8,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-27,7650.0
Gạo thường,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-27,18000.0
Hương Lài,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-27,20000.0
IR 50404,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-27,7150.0
Jasmine,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-27,19000.0
Lúa Nhật,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-27,7900.0
Nàng Hoa 9,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-27,7600.0
Nàng Nhen,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-27,26000.0
Nếp AG,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-27,10900.0
Nhật,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-27,22000.0
OM 18,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-27,7650.0
OM 5451,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-27,7400.0
Sóc Thái,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-27,18500.0
CLC 4900,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-27,15000.0
IR 5451,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-27,8000.0
Jasmine,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-27,11600.0
OM 18,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-27,8500.0
Gạo 15% tấm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-27,15200.0
Gạo 25% tấm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-27,14960.0
Gạo 5% tấm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-27,15450.0
Gạo thơm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-27,21000.0
Gạo thường (IR 50404),Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-27,17500.0
IR 50404,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-27,9550.0
OM 6976,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-27,9500.0
Lúa IR 50404 (lúa tươi),An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2024-02-26,7300.0
Đài thơm 8,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-23,10000.0
Gạo NL 15% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-23,11300.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-23,10400.0
Gạo NL 5% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-23,12800.0
Gạo XK 15% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-23,12600.0
Gạo XK 25% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-23,12000.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-23,13600.0
IR 50404,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-23,9450.0
Jasmine,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-23,9700.0
Nhật,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-23,10600.0
OM 18,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-23,9450.0
RVT,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-23,9800.0
ST 24,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-23,10500.0
Bắc Thơm 7,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-23,18400.0
Đài Thơm 8,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-23,18250.0
Gạo BC15,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-23,21000.0
Gạo nếp cái hoa vàng,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-23,24750.0
Gạo Q5,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-23,22000.0
Lúa BC15,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-23,13000.0
Lúa nếp 97,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-23,20600.0
Lúa Q5,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-23,13000.0
T10,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-23,19350.0
Thiên Ưu,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-23,17250.0
VN10,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-23,17350.0
Đài Loan,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-22,21000.0
Đài thơm 8,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-22,8500.0
Gạo thường,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-22,18000.0
Hương Lài,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-22,20000.0
IR 50404,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-22,8100.0
Jasmine,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-22,19000.0
Lúa Nhật,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-22,7900.0
Nàng Nhen,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-22,26000.0
Nếp AG,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-22,10900.0
Nhật,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-22,22000.0
OM 18,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-22,8400.0
OM 5451,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-22,8350.0
Sóc Thái,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-22,18500.0
CLC 4900,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-22,14000.0
IR 5451,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-22,8500.0
Jasmine,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-22,11733.33
OM 18,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-22,8900.0
Gạo 15% tấm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-22,15620.0
Gạo 25% tấm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-22,15380.0
Gạo 5% tấm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-22,15860.0
Gạo thơm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-22,22000.0
Gạo thường (IR 50404),Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-22,16500.0
IR 50404,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-22,9600.0
OM 6976,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-22,10100.0
Đài thơm 8,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-21,10000.0
Gạo NL 15% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-21,11300.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-21,10400.0
Gạo NL 5% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-21,12600.0
Gạo XK 15% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-21,12600.0
Gạo XK 25% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-21,12000.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-21,13600.0
IR 50404,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-21,9400.0
Jasmine,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-21,9600.0
Nhật,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-21,10600.0
OM 18,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-21,9400.0
RVT,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-21,9800.0
ST 24,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-21,10200.0
Bắc Thơm 7,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-21,18750.0
Đài Thơm 8,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-21,18350.0
Gạo BC15,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-21,19800.0
Gạo nếp cái hoa vàng,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-21,25100.0
Gạo Q5,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-21,19800.0
Lúa BC15,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-21,12200.0
Lúa nếp 97,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-21,19750.0
Lúa Q5,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-21,12500.0
T10,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-21,18900.0
Thiên Ưu,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-21,16250.0
VN10,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-21,16750.0
Đài Loan,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-20,21000.0
Đài thơm 8,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-20,9600.0
Gạo thường,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-20,18000.0
Hương Lài,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-20,20000.0
IR 50404,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-20,9150.0
Jasmine,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-20,19000.0
Lúa Nhật,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-20,7900.0
Nàng Nhen,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-20,26000.0
Nếp AG,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-20,10900.0
Nhật,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-20,22000.0
OM 18,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-20,9450.0
Sóc Thái,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-20,18500.0
CLC 4900,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-20,14000.0
IR 5451,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-20,8500.0
Jasmine,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-20,11733.33
OM 18,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-20,8900.0
Gạo 15% tấm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-20,15620.0
Gạo 25% tấm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-20,15380.0
Gạo 5% tấm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-20,15860.0
Gạo thơm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-20,22000.0
Gạo thường (IR 50404),Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-20,16500.0
IR 50404,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-20,9600.0
OM 6976,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-20,10100.0
Đài thơm 8,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-16,10000.0
Gạo NL 15% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-16,11300.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-16,10400.0
Gạo NL 5% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-16,12600.0
Gạo XK 15% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-16,12600.0
Gạo XK 25% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-16,12000.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-16,13600.0
IR 50404,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-16,9400.0
Jasmine,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-16,9600.0
Nhật,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-16,10600.0
OM 18,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-16,9400.0
RVT,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-16,9800.0
ST 24,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-16,10200.0
Bắc Thơm 7,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-16,19000.0
Đài Thơm 8,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-16,17350.0
Gạo BC15,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-16,21500.0
Gạo nếp cái hoa vàng,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-16,24150.0
Gạo Q5,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-16,21500.0
Lúa BC15,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-16,13600.0
Lúa nếp 97,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-16,20500.0
Lúa Q5,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-16,13000.0
T10,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-16,18400.0
Thiên Ưu,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-16,16500.0
VN10,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-16,17000.0
Đài Loan,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-15,21000.0
Đài thơm 8,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-15,9600.0
Gạo thường,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-15,18000.0
Hương Lài,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-15,20000.0
IR 50404,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-15,9150.0
Jasmine,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-15,19000.0
Lúa Nhật,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-15,7900.0
Nàng Nhen,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-15,26000.0
Nếp AG,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-15,10900.0
Nhật,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-15,22000.0
OM 18,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-15,9450.0
Sóc Thái,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-15,18500.0
CLC 4900,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-15,14000.0
IR 5451,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-15,8500.0
Jasmine,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-15,11733.33
OM 18,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-15,8900.0
Gạo 15% tấm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-15,15620.0
Gạo 25% tấm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-15,15380.0
Gạo 5% tấm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-15,15860.0
Gạo thơm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-15,22000.0
Gạo thường (IR 50404),Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-15,16500.0
IR 50404,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-15,9600.0
OM 6976,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-15,10100.0
Đài thơm 8,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-14,10000.0
Gạo NL 15% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-14,11300.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-14,10400.0
Gạo NL 5% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-14,12600.0
Gạo XK 15% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-14,12600.0
Gạo XK 25% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-14,12000.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-14,13600.0
IR 50404,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-14,9400.0
Jasmine,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-14,9600.0
Nhật,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-14,10600.0
OM 18,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-14,9400.0
RVT,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-14,9800.0
ST 24,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-14,10200.0
Bắc Thơm 7,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-14,18700.0
Đài Thơm 8,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-14,17850.0
Gạo BC15,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-14,21000.0
Gạo nếp cái hoa vàng,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-14,23500.0
Gạo Q5,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-14,19500.0
Lúa BC15,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-14,13000.0
Lúa nếp 97,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-14,19500.0
Lúa Q5,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-14,12300.0
T10,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-14,18500.0
Thiên Ưu,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-14,16250.0
VN10,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-14,16400.0
Đài Loan,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-13,21000.0
Đài thơm 8,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-13,9700.0
Gạo thường,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-13,17000.0
IR 50404,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-13,9000.0
Jasmine,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-13,19000.0
Lúa Nhật,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-13,7900.0
Nàng Nhen,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-13,26000.0
Nếp AG,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-13,10750.0
Nhật,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-13,22000.0
OM 18,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-13,9700.0
Sóc Thái,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-13,18500.0
CLC 4900,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-13,15000.0
IR 5451,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-13,8300.0
Jasmine,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-13,11466.67
OM 18,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-13,8500.0
ST25,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-13,9000.0
Gạo 15% tấm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-13,15620.0
Gạo 25% tấm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-13,15380.0
Gạo 5% tấm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-13,15860.0
Gạo thơm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-13,22000.0
Gạo thường (IR 50404),Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-13,16500.0
IR 50404,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-13,9600.0
OM 6976,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-13,10100.0
Đài thơm 8,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-09,10000.0
Gạo NL 15% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-09,11300.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-09,10400.0
Gạo NL 5% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-09,12600.0
Gạo XK 15% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-09,12600.0
