Tên_mặt_hàng,Thị_trường,Loại_giá,Đơn_vị_tính,Loại_tiền,Nguồn,Ngày,Giá
RVT,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-05,7000.0
Bắc Thơm 7,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-05,15250.0
Đài Thơm 8,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-05,12700.0
Gạo BC15,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-05,16000.0
Gạo nếp cái hoa vàng,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-05,20500.0
Gạo Q5,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-05,16000.0
Lúa BC15,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-05,9800.0
Lúa nếp 97,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-05,16250.0
Lúa Q5,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-05,8800.0
T10,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-05,15050.0
Thiên Ưu,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-05,11900.0
VN10,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-05,13000.0
Gạo Hương Lài,An Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-04,19000.0
Gạo Sóc Thái,An Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-04,18000.0
Gạo Sóc thường,An Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-04,14500.0
Gạo thơm Đài Loan (trong),An Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-04,20000.0
Gạo thường,An Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-04,12000.0
Gạo trắng thông dụng,An Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-04,14500.0
Lúa IR 50404,An Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-04,6300.0
Lúa IR 50404,An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-04,6571.0
Lúa IR 50404 (lúa tươi),An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-04,6400.0
Lúa Nhật,An Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-04,7900.0
Gạo CLC 4900,Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-04,12000.0
Gạo Hương Lài,Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-04,20000.0
Gạo IR50404,Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-04,10000.0
Gạo nàng hoa,Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-04,16000.0
Gạo thơm Jasmine,Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-04,15500.0
Lúa IR 50404,Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-04,6800.0
Lúa IR 50404 (lúa tươi),Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-04,5800.0
Lúa IR Jasmine (lúa tươi),Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-04,6600.0
Lúa Jasmine,Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-04,7600.0
Lúa OM 4218,Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-04,7400.0
Lúa OM 4218 (lúa tươi),Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-04,6400.0
Gạo (15% tấm),Đồng Tháp,Xuất khẩu,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-04,10880.0
Gạo (25% tấm),Đồng Tháp,Xuất khẩu,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-04,10600.0
Gạo (5% tấm),Đồng Tháp,Xuất khẩu,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-04,11100.0
Gạo thơm,Đồng Tháp,Tại chợ,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-04,19000.0
Gạo thường (IR 50404),Đồng Tháp,Tại chợ,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-04,12500.0
IR 50404,Đồng Tháp,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-04,6600.0
OM 6976,Đồng Tháp,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-04,7350.0
Gạo NL 15%,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-04,9640.0
Gạo NL 25% tấm,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-04,9700.0
Gạo NL 5% tấm,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-04,9950.0
Gạo XK 15% tấm,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-04,9900.0
Gạo XK 25% tấm,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-04,9800.0
Gạo XK 5% tấm,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-04,10000.0
Lúa IR 50404,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-04,6200.0
lúa IR50404,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-04,6500.0
Lúa Jasmine,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-04,7000.0
Lúa OM 18,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-04,6600.0
Lúa OM 5451,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-04,6550.0
Lúa OM 6976,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-04,6300.0
Lúa ST 24,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-04,6700.0
Lúa Thơm RVT,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-04,7000.0
Đài thơm 8,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-03,7050.0
Gạo NL 15%,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-03,9600.0
Gạo NL 25% tấm,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-03,9700.0
Gạo XK 15% tấm,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-03,9900.0
Gạo XK 25% tấm,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-03,9800.0
Gạo XK 5% tấm,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-03,10000.0
Lúa IR 50404,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-03,6200.0
Lúa OM 18,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-03,6600.0
Lúa OM 5451,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-03,6400.0
Lúa OM 6976,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-03,6300.0
Lúa ST 24,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-03,6700.0
RVT,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-03,7000.0
Bắc Thơm 7,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-03,15250.0
Đài Thơm 8,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-03,12900.0
Gạo BC15,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-03,16000.0
Gạo nếp cái hoa vàng,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-03,20500.0
Gạo Q5,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-03,16000.0
Lúa BC15,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-03,9800.0
Lúa nếp 97,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-03,16250.0
Lúa Q5,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-03,8800.0
T10,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-03,15250.0
Thiên Ưu,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-03,12100.0
VN10,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-03,13200.0
Đài thơm 8 (lúa tươi),An Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-02,6700.0
Gạo Hương Lài,An Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-02,19000.0
Gạo Sóc Thái,An Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-02,18000.0
Gạo Sóc thường,An Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-02,14500.0
Gạo thơm Đài Loan (trong),An Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-02,20000.0
Gạo thơm Jasmine,An Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-02,15500.0
Gạo thường,An Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-02,12000.0
Gạo trắng thông dụng,An Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-02,14500.0
Lúa IR 50404 (lúa tươi),An Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-02,6300.0
Lúa Nhật (lúa tươi),An Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-02,7900.0
Gạo 504,Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-02,10000.0
Gạo CLC 4900,Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-02,12000.0
Gạo Hương lài,Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-02,20000.0
Gạo nàng hoa,Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-02,16000.0
Lúa IR 50404 (lúa khô),Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-02,6800.0
Lúa IR 50404 (lúa tươi),Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-02,5800.0
Lúa IR Jasmine (lúa tươi),Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-02,6600.0
Lúa Jasmine (lúa khô),Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-02,7600.0
Lúa OM 4218 (lúa khô),Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-02,7400.0
Lúa OM 4218 (lúa tươi),Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-05-02,6400.0
Gạo CLC 4900,Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-01,12000.0
Gạo Hương Lài,Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-01,20000.0
Gạo IR50404,Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-01,10000.0
Gạo nàng hoa,Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-01,16000.0
Gạo thơm Jasmine,Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-01,15500.0
Lúa IR 50404,Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-01,6800.0
Lúa IR 50404 (lúa tươi),Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-01,5800.0
Lúa IR Jasmine (lúa tươi),Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-01,6600.0
Lúa Jasmine,Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-01,7600.0
Lúa OM 4218,Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-01,7400.0
Lúa OM 4218 (lúa tươi),Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-05-01,6400.0
Đài thơm 8 (lúa tươi),An Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-28,6700.0
Gạo Hương Lài,An Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-28,19000.0
Gạo Sóc Thái,An Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-28,18000.0
Gạo Sóc thường,An Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-28,14500.0
Gạo thơm Đài Loan (trong),An Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-28,20000.0
Gạo thơm Jasmine,An Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-28,15500.0
Gạo thường,An Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-28,12000.0
Gạo trắng thông dụng,An Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-28,14500.0
Lúa IR 50404 (lúa tươi),An Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-28,6300.0
Lúa Nhật (lúa tươi),An Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-28,7900.0
Gạo 504,Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-28,10000.0
Gạo CLC 4900,Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-28,12000.0
Gạo Hương lài,Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-28,20000.0
Gạo Jasmine,Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-28,15000.0
Gạo nàng hoa,Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-28,16000.0
Lúa IR 50404 (lúa khô),Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-28,6800.0
Lúa IR 50404 (lúa tươi),Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-28,5800.0
Lúa IR Jasmine (lúa tươi),Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-28,6600.0
Lúa Jasmine (lúa khô),Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-28,7600.0
Lúa OM 4218 (lúa khô),Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-28,7400.0
Lúa OM 4218 (lúa tươi),Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-28,6400.0
Gạo Hương Lài,An Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-27,19000.0
Gạo Sóc Thái,An Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-27,18000.0
Gạo Sóc thường,An Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-27,14500.0
Gạo thơm Đài Loan (trong),An Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-27,20000.0
Gạo trắng thông dụng,An Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-27,14500.0
Lúa IR 50404,An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-27,6557.0
Lúa IR 50404 (lúa tươi),An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-27,6400.0
Gạo CLC 4900,Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-27,12000.0
Gạo Hương Lài,Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-27,20000.0
Gạo IR50404,Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-27,10000.0
Gạo nàng hoa,Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-27,16000.0
Gạo thơm Jasmine,Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-27,15000.0
Lúa IR 50404,Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-27,6800.0
Lúa IR 50404 (lúa tươi),Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-27,5800.0
Lúa IR Jasmine (lúa tươi),Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-27,6600.0
Lúa Jasmine,Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-27,7600.0
Lúa OM 4218,Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-27,7400.0
Lúa OM 4218 (lúa tươi),Cần Thơ,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-27,6400.0
Gạo (15% tấm),Đồng Tháp,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-27,10880.0
Gạo (15% tấm),Đồng Tháp,Xuất khẩu,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-27,10880.0
Gạo (25% tấm),Đồng Tháp,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-27,10600.0
Gạo (25% tấm),Đồng Tháp,Xuất khẩu,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-27,10600.0
Gạo (5% tấm),Đồng Tháp,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-27,11100.0
Gạo (5% tấm),Đồng Tháp,Xuất khẩu,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-27,11100.0
Gạo IR50404,Đồng Tháp,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-27,6500.0
Gạo thơm,Đồng Tháp,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-27,19000.0
Gạo thơm,Đồng Tháp,Tại chợ,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-27,19000.0
Gạo thường (IR 50404),Đồng Tháp,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-27,12500.0
Gạo thường (IR 50404),Đồng Tháp,Tại chợ,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-27,12500.0
IR 50404,Đồng Tháp,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-27,6500.0
Lúa OM 6976,Đồng Tháp,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-27,7500.0
OM 6976,Đồng Tháp,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-27,7500.0
Đài thơm 8,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-27,6972.0
Gạo NL 15%,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-27,9640.0
Gạo NL 15%,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-27,9622.0
Gạo NL 25% tấm,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-27,9700.0
Gạo NL 25% tấm,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-27,9722.0
Gạo NL 5% tấm,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-27,9950.0
Gạo XK 15% tấm,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-27,9900.0
Gạo XK 15% tấm,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-27,9922.0
Gạo XK 25% tấm,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-27,9800.0
Gạo XK 25% tấm,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-27,9822.0
Gạo XK 5% tấm,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-27,10000.0
Gạo XK 5% tấm,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-27,10022.0
Lúa IR 50404,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-27,6100.0
Lúa IR 50404,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-27,6122.0
lúa IR50404,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-27,6500.0
Lúa Jasmine,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-27,7000.0
Lúa OM 18,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-27,6400.0
Lúa OM 18,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-27,6422.0
Lúa OM 5451,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-27,6550.0
Lúa OM 5451,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-27,6422.0
Lúa OM 6976,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-27,6300.0
Lúa OM 6976,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-27,6322.0
Lúa ST 24,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-27,6600.0
Lúa ST 24,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-27,6622.0
Lúa Thơm RVT,Kiên Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-27,7000.0
RVT,Kiên Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-27,7022.0
Bắc Thơm 7,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-27,15172.0
Đài Thơm 8,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-27,13622.0
Gạo Bắc thơm 7,Thái Bình,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-27,15150.0
Gạo BC15,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-27,16022.0
Gạo BC15,Thái Bình,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-27,16000.0
Gạo nếp cái hoa vàng,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-27,20422.0
Gạo nếp cái hoa vàng,Thái Bình,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-27,20400.0
Gạo Q5,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-27,16022.0
Gạo Q5,Thái Bình,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-27,16000.0
Lúa BC15,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-27,9822.0
Lúa BC15,Thái Bình,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-27,9800.0
Lúa nếp 97,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-27,16522.0
Lúa nếp 97,Thái Bình,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-27,16500.0
Lúa Q5,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-27,8722.0
Lúa Q5,Thái Bình,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-27,8700.0
Lúa VN10,Thái Bình,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-27,13050.0
T10,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-27,15122.0
Thiên Ưu,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-27,12522.0
VN10,Thái Bình,Bán lẻ,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-27,13072.0
Gạo Hương Lài,An Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-26,19000.0
Gạo Sóc Thái,An Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-26,18000.0
Gạo Sóc thường,An Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-26,14500.0
Gạo thơm Đài Loan (trong),An Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-26,20000.0
Gạo thường,An Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-26,12000.0
Gạo trắng thông dụng,An Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-26,14500.0
Lúa IR 50404,An Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-26,6300.0
Lúa IR 50404 (lúa tươi),An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-26,6400.0
Lúa Nhật,An Giang,Khác,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-26,7900.0
Đài thơm 8 (lúa tươi),An Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-25,6700.0
Gạo Hương Lài,An Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-25,19000.0
Gạo Sóc Thái,An Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-25,18000.0
Gạo Sóc thường,An Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-25,14500.0
Gạo thơm Đài Loan (trong),An Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-25,20000.0
Gạo thơm Jasmine,An Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-25,15500.0
Gạo thường,An Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-25,12000.0
Gạo trắng thông dụng,An Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-25,14500.0
Lúa IR 50404 (lúa tươi),An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-04-25,6350.0
Lúa Nhật (lúa tươi),An Giang,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-25,7900.0
Gạo 504,Cần Thơ,Thương lái thu mua,Vnđ/Kg,VNĐ,CTV địa phương,2023-04-25,10000.0
